Exchange,Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
Nasdaq,TRCH,Torchlight Energy Resources: Inc.,0.7,49078663.2,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/trch
Nasdaq,TRMD,TORM plc,6.7,495130000,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/trmd
Nasdaq,TOTA,Tottenham Acquisition I Limited,9.85,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tota
Nasdaq,TOTAR,Tottenham Acquisition I Limited,0.4,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/totar
Nasdaq,TOTAU,Tottenham Acquisition I Limited,10.28,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/totau
Nasdaq,TOTAW,Tottenham Acquisition I Limited,0.22,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/totaw
Nasdaq,TBLTU,ToughBuilt Industries: Inc.,4.855,0,n/a,2018,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tbltu
Nasdaq,TSEM,Tower Semiconductor Ltd.,15.74,1651264953,n/a,1994,Technology,Semiconductors,https://www.nasdaq.com/symbol/tsem
Nasdaq,CLUB,Town Sports International Holdings: Inc.,7.23,196527942.2,n/a,2006,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/club
Nasdaq,TOWN,Towne Bank,28.01,2026889675,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/town
Nasdaq,TPIC,TPI Composites: Inc.,27.03,932829356.7,n/a,2016,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tpic
Nasdaq,TCON,TRACON Pharmaceuticals: Inc.,1.27,37936585.29,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/tcon
Nasdaq,TSCO,Tractor Supply Company,94.67,11556182672,n/a,1994,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/tsco
Nasdaq,TWMC,Trans World Entertainment Corp.,1.03,37312598.72,n/a,n/a,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/twmc
Nasdaq,TACT,TransAct Technologies Incorporated,10.41,76802668.98,n/a,1996,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/tact
Nasdaq,TRNS,Transcat: Inc.,20.87,150262893.9,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/trns
Nasdaq,TGA,TransGlobe Energy Corporation,2.17,156685650.7,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tga
Nasdaq,TBIO,Translate Bio: Inc.,7.59,342625427.1,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/tbio
Nasdaq,TA,TravelCenters of America LLC,4.54,180547242.1,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/ta
Nasdaq,TANNI,TravelCenters of America LLC,24.4,0,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/tanni
Nasdaq,TANNL,TravelCenters of America LLC,23.75,0,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/tannl
Nasdaq,TANNZ,TravelCenters of America LLC,23.8,0,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/tannz
Nasdaq,TZOO,Travelzoo,9.09,110087362.9,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/tzoo
Nasdaq,TRMT,Tremont Mortgage Trust,10.18,31995119.02,n/a,2017,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/trmt
Nasdaq,TRVN,Trevena: Inc.,0.628,51699103.36,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/trvn
Nasdaq,TPCO,Tribune Publishing Company,14.6,519779885.2,n/a,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/tpco
Nasdaq,TCDA,Tricida: Inc.,29.5,1242144818,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tcda
Nasdaq,TCBK,TriCo Bancshares,37.99,1155319019,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tcbk
Nasdaq,TDAC,Trident Acquisitions Corp.,9.93,69846686.58,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tdac
Nasdaq,TDACU,Trident Acquisitions Corp.,10.11,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tdacu
Nasdaq,TDACW,Trident Acquisitions Corp.,0.27,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tdacw
Nasdaq,TRIL,Trillium Therapeutics Inc.,3.01,44213381.31,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tril
Nasdaq,TRS,TriMas Corporation,28.67,1313506675,n/a,2007,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/trs
Nasdaq,TRMB,Trimble Inc.,37.4,9392889909,n/a,1990,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/trmb
Nasdaq,TRIB,Trinity Biotech plc,2.92,69953929,23956825,1992,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/trib
Nasdaq,TMCX,Trinity Merger Corp.,9.94,428662500,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tmcx
Nasdaq,TMCXU,Trinity Merger Corp.,10.27,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tmcxu
Nasdaq,TMCXW,Trinity Merger Corp.,0.35,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tmcxw
Nasdaq,TRIP,TripAdvisor: Inc.,63.54,8747321912,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/trip
Nasdaq,TSC,TriState Capital Holdings: Inc.,25.02,722134195.6,n/a,2013,Finance,Major Banks,https://www.nasdaq.com/symbol/tsc
Nasdaq,TSCAP,TriState Capital Holdings: Inc.,26.195,758329087.7,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tscap
Nasdaq,TBK,Triumph Bancorp: Inc.,38.21,1004149668,n/a,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/tbk
Nasdaq,TRVG,trivago N.V.,6.47,200861809.9,31045102,2016,Technology,EDP Services,https://www.nasdaq.com/symbol/trvg
Nasdaq,TROV,TrovaGene: Inc.,0.696,16001695.63,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/trov
Nasdaq,TRUE,TrueCar: Inc.,10.59,1101409667,n/a,2014,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/true
Nasdaq,THST,Truett-Hurst: Inc.,1.89,8498175.21,n/a,2013,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/thst
Nasdaq,TRUP,Trupanion: Inc.,28.77,961491501.2,n/a,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/trup
Nasdaq,TRST,TrustCo Bank Corp NY,7.77,751037259.8,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/trst
Nasdaq,TRMK,Trustmark Corporation,31.82,2134767557,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/trmk
Nasdaq,TSRI,TSR: Inc.,5.5,10791341,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/tsri
Nasdaq,TTEC,TTEC Holdings: Inc.,27.41,1266152241,n/a,1996,Technology,Professional Services,https://www.nasdaq.com/symbol/ttec
Nasdaq,TTMI,TTM Technologies: Inc.,11.74,1217171373,n/a,2000,Technology,Electrical Products,https://www.nasdaq.com/symbol/ttmi
Nasdaq,TC,TuanChe Limited,7.17,21510000,3000000,2018,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/tc
Nasdaq,TCX,Tucows Inc.,57.44,609758111,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/tcx
Nasdaq,TUES,Tuesday Morning Corp.,2.47,115413002.6,n/a,1999,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/tues
Nasdaq,TOUR,Tuniu Corporation,5.99,213310303.3,35611069,2014,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/tour
Nasdaq,HEAR,Turtle Beach Corporation,17.6,250616766.4,n/a,n/a,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/hear
Nasdaq,TWLV,Twelve Seas Investment Company,9.77,261630830,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/twlv
Nasdaq,TWLVR,Twelve Seas Investment Company,0.37,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/twlvr
Nasdaq,TWLVU,Twelve Seas Investment Company,10.3,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/twlvu
Nasdaq,TWLVW,Twelve Seas Investment Company,0.3115,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/twlvw
Nasdaq,FOX,Twenty-First Century Fox: Inc.,49.3,91475829106,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/fox
Nasdaq,FOXA,Twenty-First Century Fox: Inc.,49.53,60473156169,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/foxa
Nasdaq,TWIN,Twin Disc: Incorporated,18,235575216,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/twin
Nasdaq,TWST,Twist Bioscience Corporation,25.5,5662122485,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/twst
Nasdaq,TRCB,Two River Bancorp,15.095,129179960.8,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/trcb
Nasdaq,TYME,Tyme Technologies: Inc.,3.49,359492165,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tyme
Nasdaq,USCR,U S Concrete: Inc.,39.02,656330486.2,n/a,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/uscr
Nasdaq,PRTS,U.S. Auto Parts Network: Inc.,1.18,41284402.76,n/a,2007,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/prts
Nasdaq,USEG,U.S. Energy Corp.,0.8958,12054295.97,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/useg
Nasdaq,GROW,U.S. Global Investors: Inc.,1.32,19992232.92,n/a,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/grow
Nasdaq,USAU,U.S. Gold Corp.,0.95,17671012.7,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/usau
Nasdaq,USWS,U.S. Well Services: Inc.,7.91,0,n/a,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/usws
Nasdaq,USWSW,U.S. Well Services: Inc.,0.69,0,n/a,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/uswsw
Nasdaq,UBNT,Ubiquiti Networks: Inc.,110.56,7831544024,n/a,2011,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/ubnt
Nasdaq,UFPT,UFP Technologies: Inc.,36.27,267426217.9,n/a,1993,Capital Goods,Containers/Packaging,https://www.nasdaq.com/symbol/ufpt
Nasdaq,ULTA,Ulta Beauty: Inc.,300.37,17953234748,n/a,2007,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/ulta
Nasdaq,UCTT,Ultra Clean Holdings: Inc.,9.47,369464294.1,n/a,2004,Technology,Semiconductors,https://www.nasdaq.com/symbol/uctt
Nasdaq,UPL,Ultra Petroleum Corp.,1.36,267992872.9,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/upl
Nasdaq,RARE,Ultragenyx Pharmaceutical Inc.,53.91,2726747260,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rare
Nasdaq,ULBI,Ultralife Corporation,7.41,118238976.6,n/a,1992,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ulbi
Nasdaq,UMBF,UMB Financial Corporation,66.46,3314774312,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/umbf
Nasdaq,UMPQ,Umpqua Holdings Corporation,19.19,4226406732,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/umpq
Nasdaq,UNAM,Unico American Corporation,6,31842618,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/unam
Nasdaq,UBSH,Union Bankshares Corporation,34.55,2279742847,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ubsh
Nasdaq,UNB,Union Bankshares: Inc.,44.62,199264308.3,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/unb
Nasdaq,QURE,uniQure N.V.,29.2,1088537631,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/qure
Nasdaq,UBCP,United Bancorp: Inc.,12.35,66491634.3,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ubcp
Nasdaq,UBOH,United Bancshares: Inc.,22.2513,72719718.29,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/uboh
Nasdaq,UBSI,United Bankshares: Inc.,35.72,3685730801,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ubsi
Nasdaq,UCBI,United Community Banks: Inc.,25.26,2000778116,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ucbi
Nasdaq,UCFC,United Community Financial Corp.,9.51,474829507,n/a,n/a,Finance,Banks,https://www.nasdaq.com/symbol/ucfc
Nasdaq,UAL,United Continental Holdings: Inc.,95.07,25903191649,n/a,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/ual
Nasdaq,UBNK,United Financial Bancorp: Inc. ,16.16,826175345.9,n/a,n/a,Finance,Banks,https://www.nasdaq.com/symbol/ubnk
Nasdaq,UFCS,United Fire Group: Inc,52.59,1317393542,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ufcs
Nasdaq,UIHC,United Insurance Holdings Corp.,19.1,821005439.8,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/uihc
Nasdaq,UNFI,United Natural Foods: Inc.,22.58,1158639660,n/a,1996,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/unfi
Nasdaq,UBFO,United Security Bancshares,10.22,172734536,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ubfo
Nasdaq,USLM,United States Lime & Minerals: Inc.,74.43,416655418.5,n/a,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/uslm
Nasdaq,UTHR,United Therapeutics Corporation,117.29,5112340108,n/a,1999,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/uthr
Nasdaq,UG,United-Guardian: Inc.,17.5,80400582.5,n/a,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/ug
Nasdaq,UNIT,Uniti Group Inc.,19.84,3550986710,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/unit
Nasdaq,UNTY,Unity Bancorp: Inc.,22.12,237481890.5,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/unty
Nasdaq,UBX,Unity Biotechnology: Inc.,12.09,511679774.6,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ubx
Nasdaq,OLED,Universal Display Corporation,91.58,4313511137,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/oled
Nasdaq,UEIC,Universal Electronics Inc.,34.7,479051058.2,n/a,1993,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/ueic
Nasdaq,UFPI,Universal Forest Products: Inc.,27.62,1702943719,n/a,1993,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/ufpi
Nasdaq,ULH,Universal Logistics Holdings: Inc.,23.33,662452830.4,n/a,n/a,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/ulh
Nasdaq,USAP,Universal Stainless & Alloy Products: Inc.,19.73,172144052.7,n/a,1994,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/usap
Nasdaq,UVSP,Univest Corporation of Pennsylvania,25.31,744206406.8,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/uvsp
Nasdaq,UMRX,Unum Therapeutics Inc.,6.32,188761007.4,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/umrx
Nasdaq,UPLD,Upland Software: Inc.,29.26,631705844,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/upld
Nasdaq,UPWK,Upwork Inc.,18.05,0,n/a,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/upwk
Nasdaq,UONE,Urban One: Inc. ,2.3,108101508.8,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/uone
Nasdaq,UONEK,Urban One: Inc. ,2.23,106133386.8,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/uonek
Nasdaq,URBN,Urban Outfitters: Inc.,37.08,3991248410,n/a,1993,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/urbn
Nasdaq,URGN,UroGen Pharma Ltd.,48.25,776933900.3,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/urgn
Nasdaq,UROV,Urovant Sciences Ltd.,8.09,0,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/urov
Nasdaq,ECOL,US Ecology: Inc.,67.94,1497383604,n/a,n/a,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/ecol
Nasdaq,USAT,USA Technologies: Inc.,4.95,297004534.2,n/a,n/a,Miscellaneous,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/usat
Nasdaq,USATP,USA Technologies: Inc.,19.05,8478450.15,n/a,n/a,Miscellaneous,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/usatp
Nasdaq,USAK,USA Truck: Inc.,20.19,168824843,n/a,1992,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/usak
Nasdaq,UTMD,Utah Medical Products: Inc.,97.62,364415460,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/utmd
Nasdaq,UTSI,UTStarcom Holdings Corp,3.55,127421644.6,n/a,2000,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/utsi
Nasdaq,UXIN,Uxin Limited,3.68,92000000,25000000,2018,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/uxin
Nasdaq,VCNX,Vaccinex: Inc.,5.53,63460891.97,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vcnx
Nasdaq,VLRX,Valeritas Holdings: Inc.,0.4,39980256.8,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/vlrx
Nasdaq,VALX,Validea Market Legends ETF,27.5,24750000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/valx
Nasdaq,VLY,Valley National Bancorp,10.61,3517126088,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/vly
Nasdaq,VLYPO,Valley National Bancorp,24.09,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/vlypo
Nasdaq,VLYPP,Valley National Bancorp,25.1,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/vlypp
Nasdaq,VALU,Value Line: Inc.,24.1401,233901491.7,n/a,1983,Finance,Investment Managers,https://www.nasdaq.com/symbol/valu
Nasdaq,VNDA,Vanda Pharmaceuticals Inc.,24.63,1291840544,n/a,2006,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vnda
Nasdaq,BBH,VanEck Vectors Biotech ETF,122.82,423299498.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbh
Nasdaq,GNRX,VanEck Vectors Generic Drugs ETF,24.03,3604500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gnrx
Nasdaq,PPH,VanEck Vectors Pharmaceutical ETF,62.24,276229709.1,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pph
Nasdaq,VWOB,Vanguard Emerging Markets Government Bond ETF,73.89,1050373542,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vwob
Nasdaq,VNQI,Vanguard Global ex-U.S. Real Estate ETF,55.18,5487826693,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vnqi
Nasdaq,VCIT,Vanguard Intermediate-Term Corporate Bond ETF,82.17,18458586548,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vcit
Nasdaq,VGIT,Vanguard Intermediate-Term Treasury ETF,62.39,3007701924,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vgit
Nasdaq,VIGI,Vanguard International Dividend Appreciation ETF,60.57,888874804.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vigi
Nasdaq,VYMI,Vanguard International High Dividend Yield ETF,59.52,911287388.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vymi
Nasdaq,VCLT,Vanguard Long-Term Corporate Bond ETF,83.53,2380963260,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vclt
Nasdaq,VGLT,Vanguard Long-Treasury ETF,70.82,813980859.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vglt
Nasdaq,VMBS,Vanguard Mortgage-Backed Securities ETF,50.87,7148618003,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vmbs
Nasdaq,VONE,Vanguard Russell 1000 ETF,125.46,909585000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vone
Nasdaq,VONG,Vanguard Russell 1000 Growth ETF,145.55,2052504036,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vong
Nasdaq,VONV,Vanguard Russell 1000 Value ETF,107.39,1675284000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vonv
Nasdaq,VTWO,Vanguard Russell 2000 ETF,121.83,1480234500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vtwo
Nasdaq,VTWG,Vanguard Russell 2000 Growth ETF,137.7367,282360235,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vtwg
Nasdaq,VTWV,Vanguard Russell 2000 Value ETF,106.4,210140000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vtwv
Nasdaq,VTHR,Vanguard Russell 3000 ETF,125.26,394569000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vthr
Nasdaq,VCSH,Vanguard Short-Term Corporate Bond ETF,77.73,20750025443,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vcsh
Nasdaq,VTIP,Vanguard Short-Term Inflation-Protected Securities Index Fund,48.2,5890860027,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vtip
Nasdaq,VGSH,Vanguard Short-Term Treasury ETF,59.82,4170877297,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vgsh
Nasdaq,BND,Vanguard Total Bond Market ETF,78.11,35744933936,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bnd
Nasdaq,VTC,Vanguard Total Corporate Bond ETF,79.3299,75363405,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vtc
Nasdaq,BNDX,Vanguard Total International Bond ETF,54.73,12385951499,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bndx
Nasdaq,VXUS,Vanguard Total International Stock ETF,50.36,10652841010,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vxus
Nasdaq,BNDW,Vanguard Total World Bond ETF,74.67,44802000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bndw
Nasdaq,VEAC,Vantage Energy Acquisition Corp.,10.04,157933236.1,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/veac
Nasdaq,VEACU,Vantage Energy Acquisition Corp.,10.36,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/veacu
Nasdaq,VEACW,Vantage Energy Acquisition Corp.,0.53,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/veacw
Nasdaq,VREX,Varex Imaging Corporation,26.62,1012268012,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/vrex
Nasdaq,VRNS,Varonis Systems: Inc.,57.72,1700703234,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/vrns
Nasdaq,VBLT,Vascular Biogenics Ltd.,1.185,42519135.5,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vblt
Nasdaq,VXRT,Vaxart: Inc.,2.95,21066507.55,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/vxrt
Nasdaq,VBIV,VBI Vaccines: Inc.,1.59,102369591.7,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/vbiv
Nasdaq,VTIQ,VectoIQ Acquisition Corp.,9.71,67917614.55,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/vtiq
Nasdaq,VTIQU,VectoIQ Acquisition Corp.,10.15,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/vtiqu
Nasdaq,VTIQW,VectoIQ Acquisition Corp.,0.485,3392383.425,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/vtiqw
Nasdaq,VECO,Veeco Instruments Inc.,8.69,415321178.7,n/a,1994,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/veco
Nasdaq,VEON,VEON Ltd.,2.69,4005876266,1489173333,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/veon
Nasdaq,VRA,Vera Bradley: Inc.,10.65,374417640.9,n/a,2010,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/vra
Nasdaq,VCYT,Veracyte: Inc.,12.17,493356940.4,n/a,2013,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/vcyt
Nasdaq,VSTM,Verastem: Inc.,4.95,365267152.8,n/a,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vstm
Nasdaq,VCEL,Vericel Corporation,17.18,744707438.6,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/vcel
Nasdaq,VRNT,Verint Systems Inc.,44.57,2892835862,n/a,2002,Technology,EDP Services,https://www.nasdaq.com/symbol/vrnt
Nasdaq,VRSN,VeriSign: Inc.,156.66,18938379407,n/a,1998,Technology,EDP Services,https://www.nasdaq.com/symbol/vrsn
Nasdaq,VRSK,Verisk Analytics: Inc.,123.83,20384912060,n/a,2009,Technology,EDP Services,https://www.nasdaq.com/symbol/vrsk
Nasdaq,VBTX,Veritex Holdings: Inc.,25.02,605036817.5,n/a,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/vbtx
Nasdaq,VERI,Veritone: Inc.,6,115969668,n/a,2017,Technology,EDP Services,https://www.nasdaq.com/symbol/veri
Nasdaq,VRML,Vermillion: Inc.,0.541,40782032.04,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/vrml
